"P","L","Ecoef","inv","Lcost","volcost","grpsz","N","expected_vol","Leader_payment","Non_Ldr_return","Ldr_return","Flwr_return","Acephalous_return","GrpBenefitToLdr","LdrNetBenefit","volunteering","LFReturnRatio"
15,12,0.4,0.9,0,2,5,100,0,21.3103722036213,30.5260593005785,19.5620744407243,26.5379255592757,20,25.7137766778272,-6.97585111855149,"none",0.737136533035709
0,15,0.4,0.9,0,2,5,100,0.315412234564474,0,30.5260593005785,16.5,18.0998401116545,5,63.8993604466178,-1.59984011165446,"rare",0.911610262754513
1,15,0.4,0.9,0,2,5,100,0.303606326360954,1.7136739968979,30.5260593005785,16.9427347993796,18.7777920666392,6,62.0539030659365,-1.83505726725966,"rare",0.902275131136433
3,15,0.4,0.9,0,2,5,100,0.295575881268686,6.40958017267453,30.5260593005785,18.0819160345349,19.8524303245382,8,57.4916373326877,-1.7705142900033,"rare",0.910816244607851
7,15,0.4,0.9,0,2,5,100,0.283781765205534,16.2647023160102,30.5260593005785,20.452940463202,21.901329086203,12,48.0582568080139,-1.44838862300094,"rare",0.933867546700014
12,15,0.4,0.9,0,2,5,100,0.26,28.2994969591931,30.5260593005785,23.3598993918386,24.5331785929935,17,36.4926137638128,-1.17327920115493,"rare",0.952175817874248
15,15,0.4,0.9,0,2,5,100,0.0896299520101293,24.1084424348948,30.5260593005785,22.821688486979,28.5957360536989,20,37.2046327017748,-5.77404756671999,"rare",0.798080120900644
0,1,0.9,0.9,0,2,5,100,0,0,30.5260593005785,3.9,5.9,5,2.5,-2,"none",0.661016949152542
1,1,0.9,0.9,0,2,5,100,0,0,30.5260593005785,4,6.9,6,1.6,-2.9,"none",0.579710144927536
3,1,0.9,0.9,0,2,5,100,0,0,30.5260593005785,4.2,8.9,8,-0.199999999999996,-4.7,"none",0.471910112359551
7,1,0.9,0.9,0,2,5,100,0,0,30.5260593005785,4.6,12.9,12,-3.8,-8.3,"none",0.356589147286822
12,1,0.9,0.9,0,2,5,100,0,0,30.5260593005785,5.1,17.9,17,-8.30000000000001,-12.8,"none",0.284916201117318
15,1,0.9,0.9,0,2,5,100,0,0,30.5260593005785,5.4,20.9,20,-11,-15.5,"none",0.258373205741627
0,3,0.9,0.9,0,2,5,100,0.223734998081859,2.39935630355123,30.5260593005785,7.37954941248586,6.96883261737001,5,10.2548798819659,0.410716795115849,"rare",1.05893624049631
1,3,0.9,0.9,0,2,5,100,0.212967206387654,3.37542146523842,30.5260593005785,8.16279502566689,7.7893053008858,6,9.32001622921008,0.373489724781094,"rare",1.04794904171218
3,3,0.9,0.9,0,2,5,100,0.187332600260719,5.31075166860806,30.5260593005785,9.71752616802564,9.43805363349651,8,7.46974070201168,0.27947253452913,"rare",1.0296112467021
7,3,0.9,0.9,0,2,5,100,0,0,30.5260593005785,6.4,14.7,12,5.2,-8.3,"none",0.435374149659864
12,3,0.9,0.9,0,2,5,100,0,0,30.5260593005785,6.9,19.7,17,0.700000000000003,-12.8,"none",0.350253807106599
15,3,0.9,0.9,0,2,5,100,0,0,30.5260593005785,7.2,22.7,20,-2,-15.5,"none",0.317180616740088
0,7,0.9,0.9,0,2,5,100,0.341756098750743,2.81015590169673,30.5260593005785,11.2671091311877,10.2900872889655,5,27.4274582870498,0.977021842222191,"common",1.09494786728096
1,7,0.9,0.9,0,2,5,100,0.335685533158198,3.76385747987446,30.5260593005785,12.0347002359121,11.1105322880732,6,26.4768293882049,0.924167947838916,"common",1.0831794484618
3,7,0.9,0.9,0,2,5,100,0.326441749511518,5.72862344715879,30.5260593005785,13.6100364130112,12.7343954302517,8,24.547618134018,0.875640982759446,"rare",1.06876188096682
7,7,0.9,0.9,0,2,5,100,0.306268062700805,9.65944195371105,30.5260593005785,16.7616093675977,15.9840128098551,12,20.697660607018,0.777596557742672,"rare",1.04864839430454
12,7,0.9,0.9,0,2,5,100,0.275218597919786,14.5572623522596,30.5260593005785,20.6900836465817,20.057002094232,17,15.9180920235098,0.633081552349687,"rare",1.0315641165801
15,7,0.9,0.9,0,2,5,100,0.252524083637892,17.4932408091044,30.5260593005785,23.0452685663731,22.5062493778983,20,13.0702660779663,0.539019188474754,"rare",1.02394975632875
0,12,0.9,0.9,0,2,5,100,0.406601142536106,3.05307349712042,30.5260593005785,15.9371514479843,14.6153247722151,5,49.3984505368446,1.32182667576921,"common",1.09044114286684
1,12,0.9,0.9,0,2,5,100,0.40529614078005,4.0653717934306,30.5260593005785,16.7457602554014,15.4155196912337,6,48.407839020336,1.33024056416776,"common",1.0862922944417
3,12,0.9,0.9,0,2,5,100,0.402508617842531,6.08743411673939,30.5260593005785,18.3612038817176,17.0167623645538,8,46.4282533399329,1.34444151716373,"common",1.07900689263689
7,12,0.9,0.9,0,2,5,100,0.392632340502651,10.0490898149987,30.5260593005785,21.5343628704991,20.2442998037898,12,42.5115620856582,1.29006306670932,"common",1.0637247560653
12,12,0.9,0.9,0,2,5,100,0.376608278696697,14.9497783197401,30.5260593005785,25.4648448238181,24.2958288966164,17,37.6481604102835,1.16901592720174,"common",1.0481159104378
15,12,0.9,0.9,0,2,5,100,0.367093443943892,17.9073550528419,30.5260593005785,27.8351485369893,26.7227743937907,20,34.726246112152,1.11237414319866,"common",1.04162644667079
0,15,0.9,0.9,0,2,5,100,0.434141437480893,3.21006141873502,30.5260593005785,18.7470429931145,17.2268824753306,5,62.6545728944369,1.52016051778393,"common",1.08824350662175
1,15,0.9,0.9,0,2,5,100,0.433181160678393,4.22184449779522,30.5260593005785,19.5552911484567,18.0265469202795,6,61.6614788295746,1.52874422817718,"common",1.08480516179487
3,15,0.9,0.9,0,2,5,100,0.427145474030753,6.15325519373208,30.5260593005785,21.1072786356125,19.6529159724592,8,59.7189425254494,1.45436266315324,"common",1.07400238545727
7,15,0.9,0.9,0,2,5,100,0.422823693487485,10.1937189376893,30.5260593005785,24.3356032563825,22.8538262988846,12,55.7509084519209,1.48177695749793,"common",1.0648371497236
12,15,0.9,0.9,0,2,5,100,0.41280680279543,15.1532551181587,30.5260593005785,28.3072785827111,26.8826039356192,17,50.8376943251877,1.42467464709194,"common",1.05299615507872
15,15,0.9,0.9,0,2,5,100,0.404940547682355,18.097886995861,30.5260593005785,30.6685208971027,29.3097392018437,20,47.9074777044777,1.35878169525895,"common",1.04635939221095
0,1,1,0.9,0,2,5,100,0,0,30.5260593005785,3.9,5.9,5,2.5,-2,"none",0.661016949152542
1,1,1,0.9,0,2,5,100,0,0,30.5260593005785,4,6.9,6,1.6,-2.9,"none",0.579710144927536
3,1,1,0.9,0,2,5,100,0,0,30.5260593005785,4.2,8.9,8,-0.199999999999996,-4.7,"none",0.471910112359551
7,1,1,0.9,0,2,5,100,0,0,30.5260593005785,4.6,12.9,12,-3.8,-8.3,"none",0.356589147286822
12,1,1,0.9,0,2,5,100,0,0,30.5260593005785,5.1,17.9,17,-8.30000000000001,-12.8,"none",0.284916201117318
15,1,1,0.9,0,2,5,100,0,0,30.5260593005785,5.4,20.9,20,-11,-15.5,"none",0.258373205741627
0,3,1,0.9,0,2,5,100,0.233027409535936,2.24108345369289,30.5260593005785,7.49286676295432,6.98664475177385,5,10.4394457700497,0.506222011180465,"rare",1.07245566780133
1,3,1,0.9,0,2,5,100,0.223050286377299,3.11450653180843,30.5260593005785,8.29160522544675,7.82681133832942,6,9.59885057876441,0.464793887117331,"rare",1.05938483336645
3,3,1,0.9,0,2,5,100,0.201191620117206,4.86293509116814,30.5260593005785,9.89034807293451,9.50852116516715,8,7.9244327336031,0.381826907767369,"rare",1.04015628730639
7,3,1,0.9,0,2,5,100,0.143760072403449,8.3475598985769,30.5260593005785,13.0780479188615,12.8866797999192,12,4.62476711853849,0.191368118942277,"rare",1.01485007169523
12,3,1,0.9,0,2,5,100,0,0,30.5260593005785,6.9,19.7,17,0.700000000000003,-12.8,"none",0.350253807106599
15,3,1,0.9,0,2,5,100,0,0,30.5260593005785,7.2,22.7,20,-2,-15.5,"none",0.317180616740088
0,7,1,0.9,0,2,5,100,0.352324713300642,2.67875561183621,30.5260593005785,11.443004489469,10.2966295473304,5,27.6295226787906,1.14637494213856,"common",1.11133497003743
1,7,1,0.9,0,2,5,100,0.346588305749992,3.53583715126708,30.5260593005785,12.2286697210137,11.1359679465278,6,26.7725415071248,1.09270177448588,"common",1.09812364580544
3,7,1,0.9,0,2,5,100,0.337948183354254,5.29816302286121,30.5260593005785,13.838530418289,12.799515196391,8,25.0365912038531,1.03901522189793,"common",1.08117613877992
7,7,1,0.9,0,2,5,100,0.320370047989871,8.83541767756896,30.5260593005785,17.0683341420552,16.1239391004196,12,21.5640905437335,0.944395041635591,"rare",1.05857098788044
12,7,1,0.9,0,2,5,100,0.293974691900088,13.2477733808777,30.5260593005785,21.0982187047022,20.2875226081072,17,17.2483091371309,0.810696096594999,"rare",1.03996032991584
15,7,1,0.9,0,2,5,100,0.274080486894973,15.8763312331262,30.5260593005785,23.501064986501,22.7950557745989,20,14.6812880848964,0.706009211902114,"rare",1.03097203265845
0,12,1,0.9,0,2,5,100,0.417848039527353,2.94943785803098,30.5260593005785,16.1595502864248,14.6129893354924,5,49.6115076283944,1.54656095093239,"common",1.10583467320927
1,12,1,0.9,0,2,5,100,0.416631462202974,3.85679951464521,30.5260593005785,16.9854396117162,15.4340274782521,6,48.7215495247246,1.55141213346406,"common",1.10051894333155
3,12,1,0.9,0,2,5,100,0.414052801992604,5.66956898585727,30.5260593005785,18.6356551886858,17.0767822090593,8,46.9427840249231,1.5588729796265,"common",1.09128610768365
7,12,1,0.9,0,2,5,100,0.404834926602565,9.22615857875918,30.5260593005785,21.8809268630073,20.3842994385846,12,43.4181246173458,1.49662742442273,"common",1.07342059651998
12,12,1,0.9,0,2,5,100,0.393320990899803,13.6851826087295,30.5260593005785,25.9481460869836,24.5157044239785,17,39.0109637828974,1.43244166300511,"common",1.05842955349078
15,12,1,0.9,0,2,5,100,0.384538056073046,16.3373555165622,30.5260593005785,28.3698844132497,27.0027319196599,20,36.3808120918894,1.36715249358983,"common",1.05063015466944
0,15,1,0.9,0,2,5,100,0.445501662180374,3.10934083829792,30.5260593005785,18.9874726706383,17.2229483416379,5,62.87926603719,1.76452432900042,"common",1.10245193180627
1,15,1,0.9,0,2,5,100,0.444606420858901,4.01669897532666,30.5260593005785,19.8133591802613,18.0433853583227,6,61.9869006135521,1.76997382193865,"common",1.09809543978521
3,15,1,0.9,0,2,5,100,0.442724606691275,5.82987232836248,30.5260593005785,21.46389786269,19.6847565265686,8,60.2029239689642,1.77914133612143,"common",1.09038167851963
7,15,1,0.9,0,2,5,100,0.434895489086797,9.37876525371231,30.5260593005785,24.7030122029699,22.9915531060719,12,56.6692246272573,1.711459096898,"common",1.07443860312534
12,15,1,0.9,0,2,5,100,0.425587651217483,13.832522532687,30.5260593005785,28.7660180261496,27.1203131345578,17,52.2472705643807,1.64570489159184,"common",1.06068163311488
15,15,1,0.9,0,2,5,100,0.42,16.5077596134552,30.5260593005785,31.2062076907641,29.5968750281516,20,49.5937078033704,1.60933266261257,"common",1.05437508727127
0,1,0,0.1,0.5,2,5,100,0,0,30.5260593005785,2.6,5.1,5,-2,-2.5,"none",0.509803921568627
1,1,0,0.1,0.5,2,5,100,0,0,30.5260593005785,3.5,6.1,6,-2.1,-2.6,"none",0.573770491803279
3,1,0,0.1,0.5,2,5,100,0,0,30.5260593005785,5.3,8.1,8,-2.3,-2.8,"none",0.654320987654321
7,1,0,0.1,0.5,2,5,100,0,0,30.5260593005785,8.9,12.1,12,-2.7,-3.2,"none",0.735537190082645
12,1,0,0.1,0.5,2,5,100,0,0,30.5260593005785,13.4,17.1,17,-3.19999999999999,-3.7,"none",0.783625730994152
15,1,0,0.1,0.5,2,5,100,0,0,30.5260593005785,16.1,20.1,20,-3.5,-4,"none",0.800995024875622
0,3,0,0.1,0.5,2,5,100,0,0,30.5260593005785,2.8,5.3,5,-1,-2.5,"none",0.528301886792453
1,3,0,0.1,0.5,2,5,100,0,0,30.5260593005785,3.7,6.3,6,-1.1,-2.6,"none",0.587301587301587
3,3,0,0.1,0.5,2,5,100,0,0,30.5260593005785,5.5,8.3,8,-1.3,-2.8,"none",0.662650602409638
7,3,0,0.1,0.5,2,5,100,0,0,30.5260593005785,9.1,12.3,12,-1.7,-3.2,"none",0.739837398373984
12,3,0,0.1,0.5,2,5,100,0,0,30.5260593005785,13.6,17.3,17,-2.19999999999999,-3.7,"none",0.786127167630058
15,3,0,0.1,0.5,2,5,100,0,0,30.5260593005785,16.3,20.3,20,-2.5,-4,"none",0.802955665024631
0,7,0,0.1,0.5,2,5,100,0,0,30.5260593005785,3.2,5.7,5,1,-2.5,"none",0.56140350877193
1,7,0,0.1,0.5,2,5,100,0,0,30.5260593005785,4.1,6.7,6,0.900000000000002,-2.6,"none",0.611940298507463
3,7,0,0.1,0.5,2,5,100,0,0,30.5260593005785,5.9,8.7,8,0.699999999999996,-2.8,"none",0.67816091954023
7,7,0,0.1,0.5,2,5,100,0,0,30.5260593005785,9.5,12.7,12,0.299999999999997,-3.2,"none",0.748031496062992
12,7,0,0.1,0.5,2,5,100,0,0,30.5260593005785,14,17.7,17,-0.200000000000003,-3.7,"none",0.790960451977401
15,7,0,0.1,0.5,2,5,100,0,0,30.5260593005785,16.7,20.7,20,-0.5,-4,"none",0.806763285024155
0,12,0,0.1,0.5,2,5,100,0,0,30.5260593005785,3.7,6.2,5,3.5,-2.5,"none",0.596774193548387
1,12,0,0.1,0.5,2,5,100,0,0,30.5260593005785,4.6,7.2,6,3.4,-2.6,"none",0.638888888888889
3,12,0,0.1,0.5,2,5,100,0,0,30.5260593005785,6.4,9.2,8,3.2,-2.8,"none",0.695652173913044
7,12,0,0.1,0.5,2,5,100,0,0,30.5260593005785,10,13.2,12,2.8,-3.2,"none",0.757575757575758
12,12,0,0.1,0.5,2,5,100,0,0,30.5260593005785,14.5,18.2,17,2.3,-3.7,"none",0.796703296703297
15,12,0,0.1,0.5,2,5,100,0,0,30.5260593005785,17.2,21.2,20,2,-4,"none",0.811320754716981
0,15,0,0.1,0.5,2,5,100,0,0,30.5260593005785,4,6.5,5,5,-2.5,"none",0.615384615384615
1,15,0,0.1,0.5,2,5,100,0,0,30.5260593005785,4.9,7.5,6,4.9,-2.6,"none",0.653333333333333
3,15,0,0.1,0.5,2,5,100,0,0,30.5260593005785,6.7,9.5,8,4.7,-2.8,"none",0.705263157894737
7,15,0,0.1,0.5,2,5,100,0,0,30.5260593005785,10.3,13.5,12,4.3,-3.2,"none",0.762962962962963
12,15,0,0.1,0.5,2,5,100,0,0,30.5260593005785,14.8,18.5,17,3.8,-3.7,"none",0.8
15,15,0,0.1,0.5,2,5,100,0,0,30.5260593005785,17.5,21.5,20,3.5,-4,"none",0.813953488372093
0,1,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,2.6,5.1,5,-2,-2.5,"none",0.509803921568627
1,1,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,3.5,6.1,6,-2.1,-2.6,"none",0.573770491803279
3,1,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,5.3,8.1,8,-2.3,-2.8,"none",0.654320987654321
7,1,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,8.9,12.1,12,-2.7,-3.2,"none",0.735537190082645
12,1,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,13.4,17.1,17,-3.19999999999999,-3.7,"none",0.783625730994152
15,1,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,16.1,20.1,20,-3.5,-4,"none",0.800995024875622
0,3,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,2.8,5.3,5,-1,-2.5,"none",0.528301886792453
1,3,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,3.7,6.3,6,-1.1,-2.6,"none",0.587301587301587
3,3,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,5.5,8.3,8,-1.3,-2.8,"none",0.662650602409638
7,3,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,9.1,12.3,12,-1.7,-3.2,"none",0.739837398373984
12,3,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,13.6,17.3,17,-2.19999999999999,-3.7,"none",0.786127167630058
15,3,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,16.3,20.3,20,-2.5,-4,"none",0.802955665024631
0,7,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,3.2,5.7,5,1,-2.5,"none",0.56140350877193
1,7,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,4.1,6.7,6,0.900000000000002,-2.6,"none",0.611940298507463
3,7,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,5.9,8.7,8,0.699999999999996,-2.8,"none",0.67816091954023
7,7,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,9.5,12.7,12,0.299999999999997,-3.2,"none",0.748031496062992
12,7,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,14,17.7,17,-0.200000000000003,-3.7,"none",0.790960451977401
15,7,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,16.7,20.7,20,-0.5,-4,"none",0.806763285024155
0,12,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,3.7,6.2,5,3.5,-2.5,"none",0.596774193548387
1,12,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,4.6,7.2,6,3.4,-2.6,"none",0.638888888888889
3,12,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,6.4,9.2,8,3.2,-2.8,"none",0.695652173913044
7,12,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,10,13.2,12,2.8,-3.2,"none",0.757575757575758
12,12,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,14.5,18.2,17,2.3,-3.7,"none",0.796703296703297
15,12,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,17.2,21.2,20,2,-4,"none",0.811320754716981
0,15,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,4,6.5,5,5,-2.5,"none",0.615384615384615
1,15,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,4.9,7.5,6,4.9,-2.6,"none",0.653333333333333
3,15,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,6.7,9.5,8,4.7,-2.8,"none",0.705263157894737
7,15,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,10.3,13.5,12,4.3,-3.2,"none",0.762962962962963
12,15,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,14.8,18.5,17,3.8,-3.7,"none",0.8
15,15,0.1,0.1,0.5,2,5,100,0,0,30.5260593005785,17.5,21.5,20,3.5,-4,"none",0.813953488372093
0,1,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,2.6,5.1,5,-2,-2.5,"none",0.509803921568627
1,1,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,3.5,6.1,6,-2.1,-2.6,"none",0.573770491803279
3,1,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,5.3,8.1,8,-2.3,-2.8,"none",0.654320987654321
7,1,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,8.9,12.1,12,-2.7,-3.2,"none",0.735537190082645
12,1,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,13.4,17.1,17,-3.19999999999999,-3.7,"none",0.783625730994152
15,1,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,16.1,20.1,20,-3.5,-4,"none",0.800995024875622
0,3,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,2.8,5.3,5,-1,-2.5,"none",0.528301886792453
1,3,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,3.7,6.3,6,-1.1,-2.6,"none",0.587301587301587
3,3,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,5.5,8.3,8,-1.3,-2.8,"none",0.662650602409638
7,3,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,9.1,12.3,12,-1.7,-3.2,"none",0.739837398373984
12,3,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,13.6,17.3,17,-2.19999999999999,-3.7,"none",0.786127167630058
15,3,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,16.3,20.3,20,-2.5,-4,"none",0.802955665024631
0,7,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,3.2,5.7,5,1,-2.5,"none",0.56140350877193
1,7,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,4.1,6.7,6,0.900000000000002,-2.6,"none",0.611940298507463
3,7,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,5.9,8.7,8,0.699999999999996,-2.8,"none",0.67816091954023
7,7,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,9.5,12.7,12,0.299999999999997,-3.2,"none",0.748031496062992
12,7,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,14,17.7,17,-0.200000000000003,-3.7,"none",0.790960451977401
15,7,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,16.7,20.7,20,-0.5,-4,"none",0.806763285024155
0,12,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,3.7,6.2,5,3.5,-2.5,"none",0.596774193548387
1,12,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,4.6,7.2,6,3.4,-2.6,"none",0.638888888888889
3,12,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,6.4,9.2,8,3.2,-2.8,"none",0.695652173913044
7,12,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,10,13.2,12,2.8,-3.2,"none",0.757575757575758
12,12,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,14.5,18.2,17,2.3,-3.7,"none",0.796703296703297
15,12,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,17.2,21.2,20,2,-4,"none",0.811320754716981
0,15,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,4,6.5,5,5,-2.5,"none",0.615384615384615
1,15,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,4.9,7.5,6,4.9,-2.6,"none",0.653333333333333
3,15,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,6.7,9.5,8,4.7,-2.8,"none",0.705263157894737
7,15,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,10.3,13.5,12,4.3,-3.2,"none",0.762962962962963
12,15,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,14.8,18.5,17,3.8,-3.7,"none",0.8
15,15,0.4,0.1,0.5,2,5,100,0,0,30.5260593005785,17.5,21.5,20,3.5,-4,"none",0.813953488372093
0,1,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,2.6,5.1,5,-2,-2.5,"none",0.509803921568627
1,1,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,3.5,6.1,6,-2.1,-2.6,"none",0.573770491803279
3,1,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,5.3,8.1,8,-2.3,-2.8,"none",0.654320987654321
7,1,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,8.9,12.1,12,-2.7,-3.2,"none",0.735537190082645
12,1,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,13.4,17.1,17,-3.19999999999999,-3.7,"none",0.783625730994152
15,1,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,16.1,20.1,20,-3.5,-4,"none",0.800995024875622
0,3,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,2.8,5.3,5,-1,-2.5,"none",0.528301886792453
1,3,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,3.7,6.3,6,-1.1,-2.6,"none",0.587301587301587
3,3,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,5.5,8.3,8,-1.3,-2.8,"none",0.662650602409638
7,3,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,9.1,12.3,12,-1.7,-3.2,"none",0.739837398373984
12,3,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,13.6,17.3,17,-2.19999999999999,-3.7,"none",0.786127167630058
15,3,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,16.3,20.3,20,-2.5,-4,"none",0.802955665024631
0,7,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,3.2,5.7,5,1,-2.5,"none",0.56140350877193
1,7,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,4.1,6.7,6,0.900000000000002,-2.6,"none",0.611940298507463
3,7,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,5.9,8.7,8,0.699999999999996,-2.8,"none",0.67816091954023
7,7,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,9.5,12.7,12,0.299999999999997,-3.2,"none",0.748031496062992
12,7,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,14,17.7,17,-0.200000000000003,-3.7,"none",0.790960451977401
15,7,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,16.7,20.7,20,-0.5,-4,"none",0.806763285024155
0,12,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,3.7,6.2,5,3.5,-2.5,"none",0.596774193548387
1,12,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,4.6,7.2,6,3.4,-2.6,"none",0.638888888888889
3,12,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,6.4,9.2,8,3.2,-2.8,"none",0.695652173913044
7,12,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,10,13.2,12,2.8,-3.2,"none",0.757575757575758
12,12,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,14.5,18.2,17,2.3,-3.7,"none",0.796703296703297
15,12,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,17.2,21.2,20,2,-4,"none",0.811320754716981
0,15,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,4,6.5,5,5,-2.5,"none",0.615384615384615
1,15,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,4.9,7.5,6,4.9,-2.6,"none",0.653333333333333
3,15,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,6.7,9.5,8,4.7,-2.8,"none",0.705263157894737
7,15,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,10.3,13.5,12,4.3,-3.2,"none",0.762962962962963
12,15,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,14.8,18.5,17,3.8,-3.7,"none",0.8
15,15,0.9,0.1,0.5,2,5,100,0,0,30.5260593005785,17.5,21.5,20,3.5,-4,"none",0.813953488372093
0,1,1,0.1,0.5,2,5,100,0,0,30.5260593005785,2.6,5.1,5,-2,-2.5,"none",0.509803921568627
1,1,1,0.1,0.5,2,5,100,0,0,30.5260593005785,3.5,6.1,6,-2.1,-2.6,"none",0.573770491803279
3,1,1,0.1,0.5,2,5,100,0,0,30.5260593005785,5.3,8.1,8,-2.3,-2.8,"none",0.654320987654321
7,1,1,0.1,0.5,2,5,100,0,0,30.5260593005785,8.9,12.1,12,-2.7,-3.2,"none",0.735537190082645
12,1,1,0.1,0.5,2,5,100,0,0,30.5260593005785,13.4,17.1,17,-3.19999999999999,-3.7,"none",0.783625730994152
15,1,1,0.1,0.5,2,5,100,0,0,30.5260593005785,16.1,20.1,20,-3.5,-4,"none",0.800995024875622
0,3,1,0.1,0.5,2,5,100,0,0,30.5260593005785,2.8,5.3,5,-1,-2.5,"none",0.528301886792453
1,3,1,0.1,0.5,2,5,100,0,0,30.5260593005785,3.7,6.3,6,-1.1,-2.6,"none",0.587301587301587
3,3,1,0.1,0.5,2,5,100,0,0,30.5260593005785,5.5,8.3,8,-1.3,-2.8,"none",0.662650602409638
7,3,1,0.1,0.5,2,5,100,0,0,30.5260593005785,9.1,12.3,12,-1.7,-3.2,"none",0.739837398373984
12,3,1,0.1,0.5,2,5,100,0,0,30.5260593005785,13.6,17.3,17,-2.19999999999999,-3.7,"none",0.786127167630058
15,3,1,0.1,0.5,2,5,100,0,0,30.5260593005785,16.3,20.3,20,-2.5,-4,"none",0.802955665024631
