"P","L","Ecoef","inv","Lcost","volcost","grpsz","N","expected_vol","Leader_payment","Non_Ldr_return","Ldr_return","Flwr_return","Acephalous_return","GrpBenefitToLdr","LdrNetBenefit","volunteering","LFReturnRatio"
3,1,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,7.3,8.1,8,-0.300000000000004,-0.8,"none",0.901234567901235
7,1,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,10.9,12.1,12,-0.700000000000003,-1.2,"none",0.900826446280992
12,1,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,15.4,17.1,17,-1.19999999999999,-1.7,"none",0.900584795321637
15,1,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,18.1,20.1,20,-1.5,-2,"none",0.900497512437811
0,3,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,4.8,5.3,5,1,-0.5,"none",0.905660377358491
1,3,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,5.7,6.3,6,0.899999999999999,-0.6,"none",0.904761904761905
3,3,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,7.5,8.3,8,0.700000000000003,-0.800000000000001,"none",0.903614457831325
7,3,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,11.1,12.3,12,0.300000000000004,-1.2,"none",0.902439024390244
12,3,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,15.6,17.3,17,-0.199999999999989,-1.7,"none",0.901734104046243
15,3,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,18.3,20.3,20,-0.5,-2,"none",0.901477832512315
0,7,0.1,0.1,0.5,0,5,100,0.0907903541472347,0,30.5260593005785,5.2,5.7,5,3,-0.500000000000001,"rare",0.912280701754386
1,7,0.1,0.1,0.5,0,5,100,0.0364451269208031,0,30.5260593005785,6.1,6.7,6,2.9,-0.599999999999999,"rare",0.91044776119403
3,7,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,7.9,8.7,8,2.7,-0.799999999999999,"none",0.908045977011494
7,7,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,11.5,12.7,12,2.3,-1.2,"none",0.905511811023622
12,7,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,16,17.7,17,1.8,-1.7,"none",0.903954802259887
15,7,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,18.7,20.7,20,1.5,-2,"none",0.903381642512077
0,12,0.1,0.1,0.5,0,5,100,0.226292725065335,0,30.5260593005785,5.7,6.2,5,5.5,-0.5,"rare",0.919354838709677
1,12,0.1,0.1,0.5,0,5,100,0.184173690120082,0,30.5260593005785,6.6,7.2,6,5.4,-0.6,"rare",0.916666666666667
3,12,0.1,0.1,0.5,0,5,100,0.11,0,30.5260593005785,8.4,9.2,8,5.2,-0.799999999999999,"rare",0.91304347826087
7,12,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,12,13.2,12,4.80000000000001,-1.2,"none",0.909090909090909
12,12,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,16.5,18.2,17,4.3,-1.7,"none",0.906593406593407
15,12,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,19.2,21.2,20,4,-2,"none",0.905660377358491
0,15,0.1,0.1,0.5,0,5,100,0.273555168728456,0,30.5260593005785,6,6.5,5,7,-0.499999999999999,"rare",0.923076923076923
1,15,0.1,0.1,0.5,0,5,100,0.235279613047802,0,30.5260593005785,6.9,7.5,6,6.90000000000001,-0.600000000000001,"rare",0.92
3,15,0.1,0.1,0.5,0,5,100,0.16838666699879,0,30.5260593005785,8.7,9.5,8,6.7,-0.800000000000001,"rare",0.91578947368421
7,15,0.1,0.1,0.5,0,5,100,0.0576140326878011,0,30.5260593005785,12.3,13.5,12,6.3,-1.2,"rare",0.911111111111111
12,15,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,16.8,18.5,17,5.8,-1.7,"none",0.908108108108108
15,15,0.1,0.1,0.5,0,5,100,0,0,30.5260593005785,19.5,21.5,20,5.5,-2,"none",0.906976744186046
0,1,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,4.6,5.1,5,0,-0.5,"none",0.901960784313726
1,1,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,5.5,6.1,6,-0.100000000000001,-0.6,"none",0.901639344262295
3,1,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,7.3,8.1,8,-0.300000000000004,-0.8,"none",0.901234567901235
7,1,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,10.9,12.1,12,-0.700000000000003,-1.2,"none",0.900826446280992
12,1,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,15.4,17.1,17,-1.19999999999999,-1.7,"none",0.900584795321637
15,1,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,18.1,20.1,20,-1.5,-2,"none",0.900497512437811
0,3,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,4.8,5.3,5,1,-0.5,"none",0.905660377358491
1,3,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,5.7,6.3,6,0.899999999999999,-0.6,"none",0.904761904761905
3,3,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,7.5,8.3,8,0.700000000000003,-0.800000000000001,"none",0.903614457831325
7,3,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,11.1,12.3,12,0.300000000000004,-1.2,"none",0.902439024390244
12,3,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,15.6,17.3,17,-0.199999999999989,-1.7,"none",0.901734104046243
15,3,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,18.3,20.3,20,-0.5,-2,"none",0.901477832512315
0,7,0.4,0.1,0.5,0,5,100,0.0907903541472347,0,30.5260593005785,5.2,5.7,5,3,-0.500000000000001,"rare",0.912280701754386
1,7,0.4,0.1,0.5,0,5,100,0.0364451269208031,0,30.5260593005785,6.1,6.7,6,2.9,-0.599999999999999,"rare",0.91044776119403
3,7,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,7.9,8.7,8,2.7,-0.799999999999999,"none",0.908045977011494
7,7,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,11.5,12.7,12,2.3,-1.2,"none",0.905511811023622
12,7,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,16,17.7,17,1.8,-1.7,"none",0.903954802259887
15,7,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,18.7,20.7,20,1.5,-2,"none",0.903381642512077
0,12,0.4,0.1,0.5,0,5,100,0.226292725065335,0,30.5260593005785,5.7,6.2,5,5.5,-0.5,"rare",0.919354838709677
1,12,0.4,0.1,0.5,0,5,100,0.184173690120082,0,30.5260593005785,6.6,7.2,6,5.4,-0.6,"rare",0.916666666666667
3,12,0.4,0.1,0.5,0,5,100,0.11,0,30.5260593005785,8.4,9.2,8,5.2,-0.799999999999999,"rare",0.91304347826087
7,12,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,12,13.2,12,4.80000000000001,-1.2,"none",0.909090909090909
12,12,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,16.5,18.2,17,4.3,-1.7,"none",0.906593406593407
15,12,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,19.2,21.2,20,4,-2,"none",0.905660377358491
0,15,0.4,0.1,0.5,0,5,100,0.273555168728456,0,30.5260593005785,6,6.5,5,7,-0.499999999999999,"rare",0.923076923076923
1,15,0.4,0.1,0.5,0,5,100,0.235279613047802,0,30.5260593005785,6.9,7.5,6,6.90000000000001,-0.600000000000001,"rare",0.92
3,15,0.4,0.1,0.5,0,5,100,0.16838666699879,0,30.5260593005785,8.7,9.5,8,6.7,-0.800000000000001,"rare",0.91578947368421
7,15,0.4,0.1,0.5,0,5,100,0.0576140326878011,0,30.5260593005785,12.3,13.5,12,6.3,-1.2,"rare",0.911111111111111
12,15,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,16.8,18.5,17,5.8,-1.7,"none",0.908108108108108
15,15,0.4,0.1,0.5,0,5,100,0,0,30.5260593005785,19.5,21.5,20,5.5,-2,"none",0.906976744186046
0,1,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,4.6,5.1,5,0,-0.5,"none",0.901960784313726
1,1,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,5.5,6.1,6,-0.100000000000001,-0.6,"none",0.901639344262295
3,1,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,7.3,8.1,8,-0.300000000000004,-0.8,"none",0.901234567901235
7,1,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,10.9,12.1,12,-0.700000000000003,-1.2,"none",0.900826446280992
12,1,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,15.4,17.1,17,-1.19999999999999,-1.7,"none",0.900584795321637
15,1,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,18.1,20.1,20,-1.5,-2,"none",0.900497512437811
0,3,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,4.8,5.3,5,1,-0.5,"none",0.905660377358491
1,3,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,5.7,6.3,6,0.899999999999999,-0.6,"none",0.904761904761905
3,3,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,7.5,8.3,8,0.700000000000003,-0.800000000000001,"none",0.903614457831325
7,3,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,11.1,12.3,12,0.300000000000004,-1.2,"none",0.902439024390244
12,3,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,15.6,17.3,17,-0.199999999999989,-1.7,"none",0.901734104046243
15,3,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,18.3,20.3,20,-0.5,-2,"none",0.901477832512315
0,7,0.9,0.1,0.5,0,5,100,0.0907903541472347,0,30.5260593005785,5.2,5.7,5,3,-0.500000000000001,"rare",0.912280701754386
1,7,0.9,0.1,0.5,0,5,100,0.0364451269208031,0,30.5260593005785,6.1,6.7,6,2.9,-0.599999999999999,"rare",0.91044776119403
3,7,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,7.9,8.7,8,2.7,-0.799999999999999,"none",0.908045977011494
7,7,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,11.5,12.7,12,2.3,-1.2,"none",0.905511811023622
12,7,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,16,17.7,17,1.8,-1.7,"none",0.903954802259887
15,7,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,18.7,20.7,20,1.5,-2,"none",0.903381642512077
0,12,0.9,0.1,0.5,0,5,100,0.226292725065335,0,30.5260593005785,5.7,6.2,5,5.5,-0.5,"rare",0.919354838709677
1,12,0.9,0.1,0.5,0,5,100,0.184173690120082,0,30.5260593005785,6.6,7.2,6,5.4,-0.6,"rare",0.916666666666667
3,12,0.9,0.1,0.5,0,5,100,0.11,0,30.5260593005785,8.4,9.2,8,5.2,-0.799999999999999,"rare",0.91304347826087
7,12,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,12,13.2,12,4.80000000000001,-1.2,"none",0.909090909090909
12,12,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,16.5,18.2,17,4.3,-1.7,"none",0.906593406593407
15,12,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,19.2,21.2,20,4,-2,"none",0.905660377358491
0,15,0.9,0.1,0.5,0,5,100,0.273555168728456,0,30.5260593005785,6,6.5,5,7,-0.499999999999999,"rare",0.923076923076923
1,15,0.9,0.1,0.5,0,5,100,0.235279613047802,0,30.5260593005785,6.9,7.5,6,6.90000000000001,-0.600000000000001,"rare",0.92
3,15,0.9,0.1,0.5,0,5,100,0.16838666699879,0,30.5260593005785,8.7,9.5,8,6.7,-0.800000000000001,"rare",0.91578947368421
7,15,0.9,0.1,0.5,0,5,100,0.0576140326878011,0,30.5260593005785,12.3,13.5,12,6.3,-1.2,"rare",0.911111111111111
12,15,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,16.8,18.5,17,5.8,-1.7,"none",0.908108108108108
15,15,0.9,0.1,0.5,0,5,100,0,0,30.5260593005785,19.5,21.5,20,5.5,-2,"none",0.906976744186046
0,1,1,0.1,0.5,0,5,100,0,0,30.5260593005785,4.6,5.1,5,0,-0.5,"none",0.901960784313726
1,1,1,0.1,0.5,0,5,100,0,0,30.5260593005785,5.5,6.1,6,-0.100000000000001,-0.6,"none",0.901639344262295
3,1,1,0.1,0.5,0,5,100,0,0,30.5260593005785,7.3,8.1,8,-0.300000000000004,-0.8,"none",0.901234567901235
7,1,1,0.1,0.5,0,5,100,0,0,30.5260593005785,10.9,12.1,12,-0.700000000000003,-1.2,"none",0.900826446280992
12,1,1,0.1,0.5,0,5,100,0,0,30.5260593005785,15.4,17.1,17,-1.19999999999999,-1.7,"none",0.900584795321637
15,1,1,0.1,0.5,0,5,100,0,0,30.5260593005785,18.1,20.1,20,-1.5,-2,"none",0.900497512437811
0,3,1,0.1,0.5,0,5,100,0,0,30.5260593005785,4.8,5.3,5,1,-0.5,"none",0.905660377358491
1,3,1,0.1,0.5,0,5,100,0,0,30.5260593005785,5.7,6.3,6,0.899999999999999,-0.6,"none",0.904761904761905
3,3,1,0.1,0.5,0,5,100,0,0,30.5260593005785,7.5,8.3,8,0.700000000000003,-0.800000000000001,"none",0.903614457831325
7,3,1,0.1,0.5,0,5,100,0,0,30.5260593005785,11.1,12.3,12,0.300000000000004,-1.2,"none",0.902439024390244
12,3,1,0.1,0.5,0,5,100,0,0,30.5260593005785,15.6,17.3,17,-0.199999999999989,-1.7,"none",0.901734104046243
15,3,1,0.1,0.5,0,5,100,0,0,30.5260593005785,18.3,20.3,20,-0.5,-2,"none",0.901477832512315
0,7,1,0.1,0.5,0,5,100,0.0907903541472347,0,30.5260593005785,5.2,5.7,5,3,-0.500000000000001,"rare",0.912280701754386
1,7,1,0.1,0.5,0,5,100,0.0364451269208031,0,30.5260593005785,6.1,6.7,6,2.9,-0.599999999999999,"rare",0.91044776119403
3,7,1,0.1,0.5,0,5,100,0,0,30.5260593005785,7.9,8.7,8,2.7,-0.799999999999999,"none",0.908045977011494
7,7,1,0.1,0.5,0,5,100,0,0,30.5260593005785,11.5,12.7,12,2.3,-1.2,"none",0.905511811023622
12,7,1,0.1,0.5,0,5,100,0,0,30.5260593005785,16,17.7,17,1.8,-1.7,"none",0.903954802259887
15,7,1,0.1,0.5,0,5,100,0,0,30.5260593005785,18.7,20.7,20,1.5,-2,"none",0.903381642512077
0,12,1,0.1,0.5,0,5,100,0.226292725065335,0,30.5260593005785,5.7,6.2,5,5.5,-0.5,"rare",0.919354838709677
1,12,1,0.1,0.5,0,5,100,0.184173690120082,0,30.5260593005785,6.6,7.2,6,5.4,-0.6,"rare",0.916666666666667
3,12,1,0.1,0.5,0,5,100,0.11,0,30.5260593005785,8.4,9.2,8,5.2,-0.799999999999999,"rare",0.91304347826087
7,12,1,0.1,0.5,0,5,100,0,0,30.5260593005785,12,13.2,12,4.80000000000001,-1.2,"none",0.909090909090909
12,12,1,0.1,0.5,0,5,100,0,0,30.5260593005785,16.5,18.2,17,4.3,-1.7,"none",0.906593406593407
15,12,1,0.1,0.5,0,5,100,0,0,30.5260593005785,19.2,21.2,20,4,-2,"none",0.905660377358491
0,15,1,0.1,0.5,0,5,100,0.273555168728456,0,30.5260593005785,6,6.5,5,7,-0.499999999999999,"rare",0.923076923076923
1,15,1,0.1,0.5,0,5,100,0.235279613047802,0,30.5260593005785,6.9,7.5,6,6.90000000000001,-0.600000000000001,"rare",0.92
3,15,1,0.1,0.5,0,5,100,0.16838666699879,0,30.5260593005785,8.7,9.5,8,6.7,-0.800000000000001,"rare",0.91578947368421
7,15,1,0.1,0.5,0,5,100,0.0576140326878011,0,30.5260593005785,12.3,13.5,12,6.3,-1.2,"rare",0.911111111111111
12,15,1,0.1,0.5,0,5,100,0,0,30.5260593005785,16.8,18.5,17,5.8,-1.7,"none",0.908108108108108
15,15,1,0.1,0.5,0,5,100,0,0,30.5260593005785,19.5,21.5,20,5.5,-2,"none",0.906976744186046
0,1,0,0.3,0.5,0,5,100,0,0,30.5260593005785,4.8,5.3,5,1,-0.5,"none",0.905660377358491
1,1,0,0.3,0.5,0,5,100,0,0,30.5260593005785,5.5,6.3,6,0.699999999999999,-0.8,"none",0.873015873015873
3,1,0,0.3,0.5,0,5,100,0,0,30.5260593005785,6.9,8.3,8,0.100000000000001,-1.4,"none",0.831325301204819
7,1,0,0.3,0.5,0,5,100,0,0,30.5260593005785,9.7,12.3,12,-1.09999999999999,-2.6,"none",0.788617886178862
12,1,0,0.3,0.5,0,5,100,0,0,30.5260593005785,13.2,17.3,17,-2.59999999999999,-4.1,"none",0.763005780346821
15,1,0,0.3,0.5,0,5,100,0,0,30.5260593005785,15.3,20.3,20,-3.5,-5,"none",0.753694581280788
0,3,0,0.3,0.5,0,5,100,0.158185078415751,0,30.5260593005785,5.4,5.9,5,4,-0.499999999999999,"rare",0.915254237288136
1,3,0,0.3,0.5,0,5,100,0.0250256444474904,0,30.5260593005785,6.1,6.9,6,3.7,-0.800000000000001,"rare",0.884057971014493
3,3,0,0.3,0.5,0,5,100,0,0,30.5260593005785,7.5,8.9,8,3.1,-1.4,"none",0.842696629213483
7,3,0,0.3,0.5,0,5,100,0,0,30.5260593005785,10.3,12.9,12,1.90000000000001,-2.6,"none",0.798449612403101
12,3,0,0.3,0.5,0,5,100,0,0,30.5260593005785,13.8,17.9,17,0.399999999999991,-4.1,"none",0.770949720670391
15,3,0,0.3,0.5,0,5,100,0,0,30.5260593005785,15.9,20.9,20,-0.5,-5,"none",0.760765550239234
0,7,0,0.3,0.5,0,5,100,0.337224735487359,0,30.5260593005785,6.6,7.1,5,10,-0.5,"common",0.929577464788732
1,7,0,0.3,0.5,0,5,100,0.246169891223084,0,30.5260593005785,7.3,8.1,6,9.7,-0.8,"rare",0.901234567901235
3,7,0,0.3,0.5,0,5,100,0.110525957571394,0,30.5260593005785,8.7,10.1,8,9.09999999999999,-1.4,"rare",0.861386138613861
7,7,0,0.3,0.5,0,5,100,0,0,30.5260593005785,11.5,14.1,12,7.90000000000001,-2.6,"none",0.815602836879433
12,7,0,0.3,0.5,0,5,100,0,0,30.5260593005785,15,19.1,17,6.40000000000001,-4.1,"none",0.785340314136125
15,7,0,0.3,0.5,0,5,100,0,0,30.5260593005785,17.1,22.1,20,5.5,-5,"none",0.773755656108597
0,12,0,0.3,0.5,0,5,100,0.423969002335731,0,30.5260593005785,8.1,8.6,5,17.5,-0.5,"common",0.941860465116279
1,12,0,0.3,0.5,0,5,100,0.349629952010129,0,30.5260593005785,8.8,9.6,6,17.2,-0.800000000000001,"common",0.916666666666667
3,12,0,0.3,0.5,0,5,100,0.24211475754091,0,30.5260593005785,10.2,11.6,8,16.6,-1.4,"rare",0.879310344827586
7,12,0,0.3,0.5,0,5,100,0.0882012406457804,0,30.5260593005785,13,15.6,12,15.4,-2.6,"rare",0.833333333333333
12,12,0,0.3,0.5,0,5,100,0,0,30.5260593005785,16.5,20.6,17,13.9,-4.1,"none",0.800970873786408
15,12,0,0.3,0.5,0,5,100,0,0,30.5260593005785,18.6,23.6,20,13,-5,"none",0.788135593220339
0,15,0,0.3,0.5,0,5,100,0.455392985965434,0,30.5260593005785,9,9.5,5,22,-0.5,"common",0.947368421052632
1,15,0,0.3,0.5,0,5,100,0.386730985641932,0,30.5260593005785,9.7,10.5,6,21.7,-0.800000000000002,"common",0.923809523809524
3,15,0,0.3,0.5,0,5,100,0.288107483745117,0,30.5260593005785,11.1,12.5,8,21.1,-1.4,"rare",0.888
7,15,0,0.3,0.5,0,5,100,0.148993130538296,0,30.5260593005785,13.9,16.5,12,19.9,-2.6,"rare",0.842424242424243
12,15,0,0.3,0.5,0,5,100,0.0171927151672377,0,30.5260593005785,17.4,21.5,17,18.4,-4.1,"rare",0.809302325581395
15,15,0,0.3,0.5,0,5,100,0,0,30.5260593005785,19.5,24.5,20,17.5,-5,"none",0.795918367346939
0,1,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,4.8,5.3,5,1,-0.5,"none",0.905660377358491
1,1,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,5.5,6.3,6,0.699999999999999,-0.8,"none",0.873015873015873
3,1,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,6.9,8.3,8,0.100000000000001,-1.4,"none",0.831325301204819
7,1,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,9.7,12.3,12,-1.09999999999999,-2.6,"none",0.788617886178862
12,1,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,13.2,17.3,17,-2.59999999999999,-4.1,"none",0.763005780346821
15,1,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,15.3,20.3,20,-3.5,-5,"none",0.753694581280788
0,3,0.1,0.3,0.5,0,5,100,0.158185078415751,0,30.5260593005785,5.4,5.9,5,4,-0.499999999999999,"rare",0.915254237288136
1,3,0.1,0.3,0.5,0,5,100,0.0250256444474904,0,30.5260593005785,6.1,6.9,6,3.7,-0.800000000000001,"rare",0.884057971014493
3,3,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,7.5,8.9,8,3.1,-1.4,"none",0.842696629213483
7,3,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,10.3,12.9,12,1.90000000000001,-2.6,"none",0.798449612403101
12,3,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,13.8,17.9,17,0.399999999999991,-4.1,"none",0.770949720670391
15,3,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,15.9,20.9,20,-0.5,-5,"none",0.760765550239234
0,7,0.1,0.3,0.5,0,5,100,0.337224735487359,0,30.5260593005785,6.6,7.1,5,10,-0.5,"common",0.929577464788732
1,7,0.1,0.3,0.5,0,5,100,0.246169891223084,0,30.5260593005785,7.3,8.1,6,9.7,-0.8,"rare",0.901234567901235
3,7,0.1,0.3,0.5,0,5,100,0.110525957571394,0,30.5260593005785,8.7,10.1,8,9.09999999999999,-1.4,"rare",0.861386138613861
7,7,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,11.5,14.1,12,7.90000000000001,-2.6,"none",0.815602836879433
12,7,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,15,19.1,17,6.40000000000001,-4.1,"none",0.785340314136125
15,7,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,17.1,22.1,20,5.5,-5,"none",0.773755656108597
0,12,0.1,0.3,0.5,0,5,100,0.423969002335731,0,30.5260593005785,8.1,8.6,5,17.5,-0.5,"common",0.941860465116279
1,12,0.1,0.3,0.5,0,5,100,0.349629952010129,0,30.5260593005785,8.8,9.6,6,17.2,-0.800000000000001,"common",0.916666666666667
3,12,0.1,0.3,0.5,0,5,100,0.24211475754091,0,30.5260593005785,10.2,11.6,8,16.6,-1.4,"rare",0.879310344827586
7,12,0.1,0.3,0.5,0,5,100,0.0882012406457804,0,30.5260593005785,13,15.6,12,15.4,-2.6,"rare",0.833333333333333
12,12,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,16.5,20.6,17,13.9,-4.1,"none",0.800970873786408
15,12,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,18.6,23.6,20,13,-5,"none",0.788135593220339
0,15,0.1,0.3,0.5,0,5,100,0.455392985965434,0,30.5260593005785,9,9.5,5,22,-0.5,"common",0.947368421052632
1,15,0.1,0.3,0.5,0,5,100,0.386730985641932,0,30.5260593005785,9.7,10.5,6,21.7,-0.800000000000002,"common",0.923809523809524
3,15,0.1,0.3,0.5,0,5,100,0.288107483745117,0,30.5260593005785,11.1,12.5,8,21.1,-1.4,"rare",0.888
7,15,0.1,0.3,0.5,0,5,100,0.148993130538296,0,30.5260593005785,13.9,16.5,12,19.9,-2.6,"rare",0.842424242424243
12,15,0.1,0.3,0.5,0,5,100,0.0171927151672377,0,30.5260593005785,17.4,21.5,17,18.4,-4.1,"rare",0.809302325581395
15,15,0.1,0.3,0.5,0,5,100,0,0,30.5260593005785,19.5,24.5,20,17.5,-5,"none",0.795918367346939
0,1,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,4.8,5.3,5,1,-0.5,"none",0.905660377358491
1,1,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,5.5,6.3,6,0.699999999999999,-0.8,"none",0.873015873015873
3,1,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,6.9,8.3,8,0.100000000000001,-1.4,"none",0.831325301204819
7,1,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,9.7,12.3,12,-1.09999999999999,-2.6,"none",0.788617886178862
12,1,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,13.2,17.3,17,-2.59999999999999,-4.1,"none",0.763005780346821
15,1,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,15.3,20.3,20,-3.5,-5,"none",0.753694581280788
0,3,0.4,0.3,0.5,0,5,100,0.158185078415751,0,30.5260593005785,5.4,5.9,5,4,-0.499999999999999,"rare",0.915254237288136
1,3,0.4,0.3,0.5,0,5,100,0.0250256444474904,0,30.5260593005785,6.1,6.9,6,3.7,-0.800000000000001,"rare",0.884057971014493
3,3,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,7.5,8.9,8,3.1,-1.4,"none",0.842696629213483
7,3,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,10.3,12.9,12,1.90000000000001,-2.6,"none",0.798449612403101
12,3,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,13.8,17.9,17,0.399999999999991,-4.1,"none",0.770949720670391
15,3,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,15.9,20.9,20,-0.5,-5,"none",0.760765550239234
0,7,0.4,0.3,0.5,0,5,100,0.337224735487359,0,30.5260593005785,6.6,7.1,5,10,-0.5,"common",0.929577464788732
1,7,0.4,0.3,0.5,0,5,100,0.246169891223084,0,30.5260593005785,7.3,8.1,6,9.7,-0.8,"rare",0.901234567901235
3,7,0.4,0.3,0.5,0,5,100,0.110525957571394,0,30.5260593005785,8.7,10.1,8,9.09999999999999,-1.4,"rare",0.861386138613861
7,7,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,11.5,14.1,12,7.90000000000001,-2.6,"none",0.815602836879433
12,7,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,15,19.1,17,6.40000000000001,-4.1,"none",0.785340314136125
15,7,0.4,0.3,0.5,0,5,100,0,0,30.5260593005785,17.1,22.1,20,5.5,-5,"none",0.773755656108597
0,12,0.4,0.3,0.5,0,5,100,0.483908977821017,0.470388412280414,30.5260593005785,8.19407768245608,8.50592231754391,5,17.2177669526317,-0.311844635087832,"common",0.963337939914566
1,12,0.4,0.3,0.5,0,5,100,0.484105268630779,1.25820043244944,30.5260593005785,9.05164008648989,9.34835991351011,6,16.4450797405303,-0.296719827020222,"common",0.96825969156457
3,12,0.4,0.3,0.5,0,5,100,0.484411797440894,2.83178881490765,30.5260593005785,10.7663577629815,11.0336422370185,8,14.9009267110554,-0.267284474036941,"common",0.97577549930519
7,12,0.4,0.3,0.5,0,5,100,0.484801461842344,5.97411811315266,30.5260593005785,14.1948236226305,14.4051763773695,12,11.8155291321084,-0.210352754738938,"common",0.985397419009086
12,12,0.4,0.3,0.5,0,5,100,0.485099378878208,9.89764142482833,30.5260593005785,18.4795282849657,18.6204717150343,17,7.961415145103,-0.14094343006867,"common",0.992430727200382
15,12,0.4,0.3,0.5,0,5,100,0.485219842928129,12.2505240409459,30.5260593005785,21.0501048081892,21.1498951918108,20,5.64968557543246,-0.0997903836216274,"common",0.995281755171049
0,15,0.4,0.3,0.5,0,5,100,0.475698546399395,0.188570914828853,30.5260593005785,9.03771418296577,9.46228581703423,5,21.8868574511027,-0.424571634068457,"common",0.955130119478728
