"P","L","Ecoef","Lcost","volcost","grpsz","N","expected_vol","Leader_payment","Leader_inv","Non_Ldr_return","Ldr_return","Flwr_return","Acephalous_return"
12,1,1,2,0.5,10,100,0,0,0,20.3121699752322,13.4,17.1,17
15,1,1,2,0.5,10,100,0,0,0,20.3121699752322,16.1,20.1,20
0,3,1,2,0.5,10,100,0.0433738460369814,1.57662226144299,0.778721676906362,20.3121699752322,4.21896003529869,5.12065085083721,5
1,3,1,2,0.5,10,100,0.0311181633268501,2.07610281387327,0.760441088988787,20.3121699752322,5.56849253248594,6.07683063694925,6
3,3,1,2,0.5,10,100,0,0,0,20.3121699752322,5.5,8.3,8
7,3,1,2,0.5,10,100,0,0,0,20.3121699752322,9.1,12.3,12
12,3,1,2,0.5,10,100,0,0,0,20.3121699752322,13.6,17.3,17
15,3,1,2,0.5,10,100,0,0,0,20.3121699752322,16.3,20.3,20
0,7,1,2,0.5,10,100,0.120697424064648,1.68882462563195,0.665875189787218,20.3121699752322,4.71994216306875,5.47076882540448,5
1,7,1,2,0.5,10,100,0.120490767683237,2.19797102331046,0.627055829466039,20.3121699752322,6.07817392097941,6.41995751382734,6
3,7,1,2,0.5,10,100,0.113553972378517,2.93994286011759,0.52507786142272,20.3121699752322,8.54594857410583,8.34922872779898,8
7,7,1,2,0.5,10,100,0.0864873276549804,4.15572559414784,0.306383485896522,20.3121699752322,13.2401530347331,12.2411837767577,12
12,7,1,2,0.5,10,100,0.0490496465196695,4.93795885245488,0.135623024069944,20.3121699752322,18.4441629672094,17.1816792914947,17
15,7,1,2,0.5,10,100,0.0372054942576002,5.17768724308509,0.115667010567951,20.3121699752322,21.3599185187766,20.1636285285627,20
0,12,1,2,0.5,10,100,0.165780453997654,1.66540644453548,0.629277575606829,20.3121699752322,5.19886580008194,5.95056912854762,5
1,12,1,2,0.5,10,100,0.168385672376558,2.17586625102446,0.598490261825028,20.3121699752322,6.55827962592202,6.89822053870927,6
3,12,1,2,0.5,10,100,0.167798138840382,2.94595353795526,0.530540577176515,20.3121699752322,9.05135818415973,8.82150557678428,8
7,12,1,2,0.5,10,100,0.152965271858651,4.14415651254952,0.415052632020136,20.3121699752322,13.7297408612946,12.7091017128157,12
12,12,1,2,0.5,10,100,0.134498081483697,5.52310887729231,0.270197003301654,20.3121699752322,19.4707979895631,17.5804400715289,17
15,12,1,2,0.5,10,100,0.119942189916221,6.2295653951657,0.181374554176416,20.3121699752322,22.8066088556491,20.5170723655253,20
0,15,1,2,0.5,10,100,0.182937961434357,1.63185008155483,0.618385345968877,20.3121699752322,5.46866507339935,6.24534601112734,5
1,15,1,2,0.5,10,100,0.186036646989607,2.14400926153907,0.591093093315951,20.3121699752322,6.82960833538516,7.19258075035129,6
3,15,1,2,0.5,10,100,0.188467058398103,2.93773386925678,0.529660243660068,20.3121699752322,9.3439604823311,9.11199308387527,8
7,15,1,2,0.5,10,100,0.175878757434082,4.12402294858308,0.434409971206658,20.3121699752322,14.0116206537248,12.9996583264247,12
12,15,1,2,0.5,10,100,0.162715082767976,5.49784906883488,0.321092276760159,20.3121699752322,19.7480641619514,17.8688575517325,17
15,15,1,2,0.5,10,100,0.153344690996431,6.25422957284077,0.252849131939349,20.3121699752322,23.1288066155567,20.7979046972177,20
0,1,0,0,1,10,100,0,0,0,20.3121699752322,4.1,5.1,5
1,1,0,0,1,10,100,0,0,0,20.3121699752322,5,6.1,6
3,1,0,0,1,10,100,0,0,0,20.3121699752322,6.8,8.1,8
7,1,0,0,1,10,100,0,0,0,20.3121699752322,10.4,12.1,12
12,1,0,0,1,10,100,0,0,0,20.3121699752322,14.9,17.1,17
15,1,0,0,1,10,100,0,0,0,20.3121699752322,17.6,20.1,20
0,3,0,0,1,10,100,0.0367020132364659,0,0.772337232391266,20.3121699752322,4.3,5.26329798676353,5
1,3,0,0,1,10,100,0.009493556139314,0,0.854387297263784,20.3121699752322,5.2,6.29050644386069,6
3,3,0,0,1,10,100,0,0,0,20.3121699752322,7,8.3,8
7,3,0,0,1,10,100,0,0,0,20.3121699752322,10.6,12.3,12
12,3,0,0,1,10,100,0,0,0,20.3121699752322,15.1,17.3,17
15,3,0,0,1,10,100,0,0,0,20.3121699752322,17.8,20.3,20
0,7,0,0,1,10,100,0.0962724973772097,0,0.675326660067025,20.3121699752322,4.7,5.60372750262279,5
1,7,0,0,1,10,100,0.0721648155854422,0,0.687361499272693,20.3121699752322,5.6,6.62783518441456,6
3,7,0,0,1,10,100,0.0304367836894824,0,0.736469576833464,20.3121699752322,7.4,8.66956321631052,8
7,7,0,0,1,10,100,0,0,0,20.3121699752322,11,12.7,12
12,7,0,0,1,10,100,0,0,0,20.3121699752322,15.5,17.7,17
15,7,0,0,1,10,100,0,0,0,20.3121699752322,18.2,20.7,20
0,12,0,0,1,10,100,0.138212962473832,0,0.637023286862785,20.3121699752322,5.2,6.06178703752617,5
1,12,0,0,1,10,100,0.118374213939202,0,0.639571183291689,20.3121699752322,6.1,7.0816257860608,6
3,12,0,0,1,10,100,0.0831467625517518,0,0.650026012846711,20.3121699752322,7.9,9.11685323744825,8
7,12,0,0,1,10,100,0.0255789460632385,0,0.713744010532441,20.3121699752322,11.5,13.1744210539368,12
12,12,0,0,1,10,100,0,0,0,20.3121699752322,16,18.2,17
15,12,0,0,1,10,100,0,0,0,20.3121699752322,18.7,21.2,20
0,15,0,0,1,10,100,0.155766766830628,0,0.624559182039571,20.3121699752322,5.5,6.34423323316937,5
1,15,0,0,1,10,100,0.137510982491117,0,0.625345958657113,20.3121699752322,6.4,7.36248901750888,6
3,15,0,0,1,10,100,0.105091771137569,0,0.630217481020953,20.3121699752322,8.2,9.39490822886243,8
7,15,0,0,1,10,100,0.0511600412277652,0,0.658641775448116,20.3121699752322,11.8,13.4488399587722,12
12,15,0,0,1,10,100,0.00200745912677435,0,0.865493287130113,20.3121699752322,16.3,18.4979925408732,17
15,15,0,0,1,10,100,0,0,0,20.3121699752322,19,21.5,20
0,1,0.1,0,1,10,100,0,0,0,20.3121699752322,4.1,5.1,5
1,1,0.1,0,1,10,100,0,0,0,20.3121699752322,5,6.1,6
3,1,0.1,0,1,10,100,0,0,0,20.3121699752322,6.8,8.1,8
7,1,0.1,0,1,10,100,0,0,0,20.3121699752322,10.4,12.1,12
12,1,0.1,0,1,10,100,0,0,0,20.3121699752322,14.9,17.1,17
15,1,0.1,0,1,10,100,0,0,0,20.3121699752322,17.6,20.1,20
0,3,0.1,0,1,10,100,0.0367020132364659,0,0.772337232391266,20.3121699752322,4.3,5.26329798676353,5
1,3,0.1,0,1,10,100,0.009493556139314,0,0.854387297263784,20.3121699752322,5.2,6.29050644386069,6
3,3,0.1,0,1,10,100,0,0,0,20.3121699752322,7,8.3,8
7,3,0.1,0,1,10,100,0,0,0,20.3121699752322,10.6,12.3,12
12,3,0.1,0,1,10,100,0,0,0,20.3121699752322,15.1,17.3,17
15,3,0.1,0,1,10,100,0,0,0,20.3121699752322,17.8,20.3,20
0,7,0.1,0,1,10,100,0.0962724973772097,0,0.675326660067025,20.3121699752322,4.7,5.60372750262279,5
1,7,0.1,0,1,10,100,0.0721648155854422,0,0.687361499272693,20.3121699752322,5.6,6.62783518441456,6
3,7,0.1,0,1,10,100,0.0304367836894824,0,0.736469576833464,20.3121699752322,7.4,8.66956321631052,8
7,7,0.1,0,1,10,100,0,0,0,20.3121699752322,11,12.7,12
12,7,0.1,0,1,10,100,0,0,0,20.3121699752322,15.5,17.7,17
15,7,0.1,0,1,10,100,0,0,0,20.3121699752322,18.2,20.7,20
0,12,0.1,0,1,10,100,0.138212962473832,0,0.637023286862785,20.3121699752322,5.2,6.06178703752617,5
1,12,0.1,0,1,10,100,0.118374213939202,0,0.639571183291689,20.3121699752322,6.1,7.0816257860608,6
3,12,0.1,0,1,10,100,0.0831467625517518,0,0.650026012846711,20.3121699752322,7.9,9.11685323744825,8
7,12,0.1,0,1,10,100,0.0255789460632385,0,0.713744010532441,20.3121699752322,11.5,13.1744210539368,12
12,12,0.1,0,1,10,100,0,0,0,20.3121699752322,16,18.2,17
15,12,0.1,0,1,10,100,0,0,0,20.3121699752322,18.7,21.2,20
0,15,0.1,0,1,10,100,0.155766766830628,0,0.624559182039571,20.3121699752322,5.5,6.34423323316937,5
1,15,0.1,0,1,10,100,0.137510982491117,0,0.625345958657113,20.3121699752322,6.4,7.36248901750888,6
3,15,0.1,0,1,10,100,0.105091771137569,0,0.630217481020953,20.3121699752322,8.2,9.39490822886243,8
7,15,0.1,0,1,10,100,0.0511600412277652,0,0.658641775448116,20.3121699752322,11.8,13.4488399587722,12
12,15,0.1,0,1,10,100,0.00200745912677435,0,0.865493287130113,20.3121699752322,16.3,18.4979925408732,17
15,15,0.1,0,1,10,100,0,0,0,20.3121699752322,19,21.5,20
0,1,0.4,0,1,10,100,0.0012771812541629,0.740244203663084,0.951545314242513,20.3121699752322,4.32207326109893,5.02469839837953,5
1,1,0.4,0,1,10,100,0,0,0,20.3121699752322,5,6.1,6
3,1,0.4,0,1,10,100,0,0,0,20.3121699752322,6.8,8.1,8
7,1,0.4,0,1,10,100,0,0,0,20.3121699752322,10.4,12.1,12
12,1,0.4,0,1,10,100,0,0,0,20.3121699752322,14.9,17.1,17
15,1,0.4,0,1,10,100,0,0,0,20.3121699752322,17.6,20.1,20
0,3,0.4,0,1,10,100,0.0367020132364659,0,0.772337232391266,20.3121699752322,4.3,5.26329798676353,5
1,3,0.4,0,1,10,100,0.0205373430651221,0.970024526828918,0.786345690825683,20.3121699752322,5.49100735804868,6.18246020425199,6
3,3,0.4,0,1,10,100,0,0,0,20.3121699752322,7,8.3,8
7,3,0.4,0,1,10,100,0,0,0,20.3121699752322,10.6,12.3,12
12,3,0.4,0,1,10,100,0,0,0,20.3121699752322,15.1,17.3,17
15,3,0.4,0,1,10,100,0,0,0,20.3121699752322,17.8,20.3,20
0,7,0.4,0,1,10,100,0.0962724973772097,0,0.675326660067025,20.3121699752322,4.7,5.60372750262279,5
1,7,0.4,0,1,10,100,0.0721648155854422,0,0.687361499272693,20.3121699752322,5.6,6.62783518441456,6
3,7,0.4,0,1,10,100,0.0503246137167254,1.61001318269661,0.663295243214605,20.3121699752322,7.88300395480898,8.48867406801361,8
7,7,0.4,0,1,10,100,0.022385392949883,5.18258371575304,0.26215382131936,20.3121699752322,12.5547751147259,12.1593562354748,12
12,7,0.4,0,1,10,100,0.003225080785011,6.04122057404945,0.0993924970151177,20.3121699752322,17.3123661722148,17.09265286181,17
15,7,0.4,0,1,10,100,0.000725465572321178,6.39350534881573,0.0933415663701326,20.3121699752322,20.1180516046447,20.0599239995461,20
0,12,0.4,0,1,10,100,0.138212962473832,0,0.637023286862785,20.3121699752322,5.2,6.06178703752617,5
1,12,0.4,0,1,10,100,0.118374213939202,0,0.639571183291689,20.3121699752322,6.1,7.0816257860608,6
3,12,0.4,0,1,10,100,0.0831467625517518,0,0.650026012846711,20.3121699752322,7.9,9.11685323744825,8
7,12,0.4,0,1,10,100,0.0719872598145217,3.95797367916476,0.523238144729665,20.3121699752322,12.6873921037494,12.732215372269,12
12,12,0.4,0,1,10,100,0.0422057289859843,7.4013735378799,0.260972429007622,20.3121699752322,18.220412061364,17.417656917226,17
15,12,0.4,0,1,10,100,0.0249601127338011,8.31836335516925,0.134471487678872,20.3121699752322,21.1955090065508,20.3432035517493,20
0,15,0.4,0,1,10,100,0.155766766830628,0,0.624559182039571,20.3121699752322,5.5,6.34423323316937,5
1,15,0.4,0,1,10,100,0.137510982491117,0,0.625345958657113,20.3121699752322,6.4,7.36248901750888,6
3,15,0.4,0,1,10,100,0.105097761118664,0.000213926620720687,0.63021121309606,20.3121699752322,8.20006417798622,9.39488084621926,8
7,15,0.4,0,1,10,100,0.0875255123879197,3.24604447697419,0.552512810758855,20.3121699752322,12.7738133430923,13.0878700399147,12
12,15,0.4,0,1,10,100,0.065286630499229,6.71897203735637,0.396880292558455,20.3121699752322,18.3156916112069,17.7628161657651,17
15,15,0.4,0,1,10,100,0.0517031843055061,8.80274997439196,0.254890260112849,20.3121699752322,21.6408249923176,20.5680218182553,20
0,1,0.9,0,1,10,100,0.00931893305924955,0.575844520851886,0.859686492816891,20.3121699752322,4.56067561668151,5.03309661485556,5
1,1,0.9,0,1,10,100,0,0,0,20.3121699752322,5,6.1,6
3,1,0.9,0,1,10,100,0,0,0,20.3121699752322,6.8,8.1,8
7,1,0.9,0,1,10,100,0,0,0,20.3121699752322,10.4,12.1,12
12,1,0.9,0,1,10,100,0,0,0,20.3121699752322,14.9,17.1,17
15,1,0.9,0,1,10,100,0,0,0,20.3121699752322,17.6,20.1,20
0,3,0.9,0,1,10,100,0.053992524090898,0.381103943820448,0.72500883621361,20.3121699752322,4.60488315505636,5.20789708152706,5
1,3,0.9,0,1,10,100,0.0489275633923061,0.952366171907676,0.667494915767795,20.3121699752322,5.96189293752614,6.15583581941693,6
3,3,0.9,0,1,10,100,0.032385049295565,1.80062009668351,0.368929383546938,20.3121699752322,8.44049607734681,8.08755294103609,8
7,3,0.9,0,1,10,100,0.00838833668091476,2.36055018652101,0.112187627692609,20.3121699752322,12.4884401492168,12.055556644667,12
12,3,0.9,0,1,10,100,0,0,0,20.3121699752322,15.1,17.3,17
15,3,0.9,0,1,10,100,0,0,0,20.3121699752322,17.8,20.3,20
0,7,0.9,0,1,10,100,0.10268058781301,0.153091601002089,0.665618154724116,20.3121699752322,4.82247328080167,5.58201025208678,5
1,7,0.9,0,1,10,100,0.102395939770996,0.718187748893788,0.630802841967675,20.3121699752322,6.17455019911503,6.52578528533963,6
3,7,0.9,0,1,10,100,0.0964270192676799,1.5635271756491,0.539959392098109,20.3121699752322,8.65082174051928,8.44722026316741,8
7,7,0.9,0,1,10,100,0.0746350412219245,3.01318826525672,0.3341971518923,20.3121699752322,13.4105506122054,12.3240461322524,12
12,7,0.9,0,1,10,100,0.0442098445489484,4.04661766328032,0.141606687861844,20.3121699752322,18.7372941306243,17.251128389123,17
15,7,0.9,0,1,10,100,0.0336290591327141,4.27980192474669,0.113741682122486,20.3121699752322,21.6238415397973,20.2383907483926,20
0,12,0.9,0,1,10,100,0.138212962473832,0,0.637023286862785,20.3121699752322,5.2,6.06178703752617,5
1,12,0.9,0,1,10,100,0.135997816915452,0.481529094154679,0.616191482945709,20.3121699752322,6.48522327532374,7.01584927366908,6
3,12,0.9,0,1,10,100,0.136610033752316,1.42402426940344,0.555946258848026,20.3121699752322,9.03921941552275,8.92098753930734,8
7,12,0.9,0,1,10,100,0.121713859452555,2.80381981347288,0.450355723212947,20.3121699752322,13.7430558507783,12.7979041592002,12
12,12,0.9,0,1,10,100,0.104625524597044,4.50026607000236,0.304609882511667,20.3121699752322,19.6002128560019,17.6453478684027,17
15,12,0.9,0,1,10,100,0.0913940013781254,5.39530952274215,0.205085720695492,20.3121699752322,23.0162476181937,20.5690750463477,20
0,15,0.9,0,1,10,100,0.155766766830628,0,0.624559182039571,20.3121699752322,5.5,6.34423323316937,5
1,15,0.9,0,1,10,100,0.151066885589308,0.394318962558907,0.609406142500595,20.3121699752322,6.71545517004713,7.3095012181548,6
3,15,0.9,0,1,10,100,0.153768147816036,1.37531499887866,0.556643475420207,20.3121699752322,9.30025199910293,9.2087003522961,8
7,15,0.9,0,1,10,100,0.140323013922766,2.72278979789986,0.471662808311453,20.3121699752322,13.9782318383199,13.0873980062872,12
12,15,0.9,0,1,10,100,0.126421018479,4.39147823801815,0.36106639779161,20.3121699752322,19.8131825904145,17.9344311577192,17
15,15,0.9,0,1,10,100,0.11736688113668,5.34946191057443,0.290412116582077,20.3121699752322,23.2795695284595,20.8476869278059,20
0,1,1,0,1,10,100,0.0109576423988309,0.54675260800459,0.847216522694551,20.3121699752322,4.59207734720413,5.03436709680071,5
1,1,1,0,1,10,100,0,0,0,20.3121699752322,5,6.1,6
3,1,1,0,1,10,100,0,0,0,20.3121699752322,6.8,8.1,8
7,1,1,0,1,10,100,0,0,0,20.3121699752322,10.4,12.1,12
12,1,1,0,1,10,100,0,0,0,20.3121699752322,14.9,17.1,17
15,1,1,0,1,10,100,0,0,0,20.3121699752322,17.6,20.1,20
0,3,1,0,1,10,100,0.0575264190027709,0.400353951356664,0.716188975461857,20.3121699752322,4.660318556221,5.20243818586156,5
1,3,1,0,1,10,100,0.0532139140728239,0.906435670702838,0.652780702305441,20.3121699752322,6.01579210363255,6.15614251885689,6
3,3,1,0,1,10,100,0.0372256673437642,1.65857101881844,0.374380102686615,20.3121699752322,8.49271391693659,8.09691723077439,8
7,3,1,0,1,10,100,0.0116891623526146,2.21382149474862,0.115405424895218,20.3121699752322,12.5924393452738,12.0669286881725,12
12,3,1,0,1,10,100,0.00370803799927852,2.47014806374653,0.0903190882561175,20.3121699752322,17.3231332573719,17.0492771556261,17
15,3,1,0,1,10,100,0,0,0,20.3121699752322,17.8,20.3,20
0,7,1,0,1,10,100,0.107576446060734,0.236513020061226,0.658351639498438,20.3121699752322,4.9128617180551,5.56877225193314,5
1,7,1,0,1,10,100,0.107993390840756,0.741493259142043,0.621114989348353,20.3121699752322,6.26734393322784,6.51785728324504,6
3,7,1,0,1,10,100,0.102046942822348,1.48561763043011,0.530803741289072,20.3121699752322,8.7370558673871,8.44939129413464,8
7,7,1,0,1,10,100,0.0812163468759709,2.79690304912358,0.336127575399443,20.3121699752322,13.5172127442112,12.3390933482117,12
12,7,1,0,1,10,100,0.0513637152598145,3.80445760346231,0.147550571480395,20.3121699752322,18.9240118431161,17.268190524394,17
15,7,1,0,1,10,100,0.0412521914233751,4.08866334282881,0.119828145210263,20.3121699752322,21.8797970085459,20.2498814742937,20
0,12,1,0,1,10,100,0.142778610025399,0.108637064252693,0.631841944194665,20.3121699752322,5.29777335782742,6.04635768354933,5
1,12,1,0,1,10,100,0.143696345011276,0.599829290441627,0.606333695346837,20.3121699752322,6.63984636139747,6.99632072594456,6
3,12,1,0,1,10,100,0.141462377970794,1.36639569200323,0.54902982325222,20.3121699752322,9.12975612280291,8.92189805282888,8
7,12,1,0,1,10,100,0.128738172952811,2.65078522055747,0.444407980781394,20.3121699752322,13.8857066985017,12.8061833049914,12
12,12,1,0,1,10,100,0.112260976484707,4.18586602241106,0.306418972970333,20.3121699752322,19.76727942017,17.6691524212742,17
15,12,1,0,1,10,100,0.100664837959785,5.03525032845207,0.212852130080864,20.3121699752322,23.2317252956069,20.595810129195,20
0,15,1,0,1,10,100,0.157243382752188,0.0375808388769895,0.623075973752903,20.3121699752322,5.53382275498929,6.33899853336011,5
1,15,1,0,1,10,100,0.157604321600819,0.510270897282905,0.601915815351446,20.3121699752322,6.85924380755462,7.29136858867089,6
3,15,1,0,1,10,100,0.158971441683928,1.34088599263254,0.550145934618693,20.3121699752322,9.40679739336928,9.20693995905282,8
7,15,1,0,1,10,100,0.147968524618245,2.60964493311369,0.464908557938802,20.3121699752322,14.1486804398023,13.0910669820704,12
12,15,1,0,1,10,100,0.134598601714698,4.12037421105091,0.358877556850531,20.3121699752322,20.0083367899458,17.9533639771802,17
15,15,1,0,1,10,100,0.126193464192245,4.99015051957178,0.29201733481719,20.3121699752322,23.4911354676146,20.8747914838506,20
0,1,0,0.5,1,10,100,0,0,0,20.3121699752322,3.6,5.1,5
1,1,0,0.5,1,10,100,0,0,0,20.3121699752322,4.5,6.1,6
3,1,0,0.5,1,10,100,0,0,0,20.3121699752322,6.3,8.1,8
7,1,0,0.5,1,10,100,0,0,0,20.3121699752322,9.9,12.1,12
12,1,0,0.5,1,10,100,0,0,0,20.3121699752322,14.4,17.1,17
15,1,0,0.5,1,10,100,0,0,0,20.3121699752322,17.1,20.1,20
0,3,0,0.5,1,10,100,0.0174189291067917,0,0.843881126368645,20.3121699752322,3.8,5.28258107089321,5
1,3,0,0.5,1,10,100,0.000895320800721771,0,0.958787295738032,20.3121699752322,4.7,6.29910467919928,6
3,3,0,0.5,1,10,100,0,0,0,20.3121699752322,6.5,8.3,8
7,3,0,0.5,1,10,100,0,0,0,20.3121699752322,10.1,12.3,12
12,3,0,0.5,1,10,100,0,0,0,20.3121699752322,14.6,17.3,17
15,3,0,0.5,1,10,100,0,0,0,20.3121699752322,17.3,20.3,20
0,7,0,0.5,1,10,100,0.0746831721802652,0,0.712187628623638,20.3121699752322,4.2,5.62531682781974,5
1,7,0,0.5,1,10,100,0.0532299722578063,0,0.730614807087063,20.3121699752322,5.1,6.64677002774219,6
3,7,0,0.5,1,10,100,0.0176290824174501,0,0.800585918620098,20.3121699752322,6.9,8.68237091758255,8
7,7,0,0.5,1,10,100,0,0,0,20.3121699752322,10.5,12.7,12
12,7,0,0.5,1,10,100,0,0,0,20.3121699752322,15,17.7,17
15,7,0,0.5,1,10,100,0,0,0,20.3121699752322,17.7,20.7,20
0,12,0,0.5,1,10,100,0.118321828615601,0,0.661472860931332,20.3121699752322,4.7,6.0816781713844,5
1,12,0,0.5,1,10,100,0.100106572961156,0,0.666663814076153,20.3121699752322,5.6,7.09989342703884,6
3,12,0,0.5,1,10,100,0.0677224239851578,0,0.683551499568466,20.3121699752322,7.4,9.13227757601484,8
7,12,0,0.5,1,10,100,0.0163697273429397,0,0.772614803212923,20.3121699752322,11,13.1836302726571,12
12,12,0,0.5,1,10,100,0,0,0,20.3121699752322,15.5,18.2,17
15,12,0,0.5,1,10,100,0,0,0,20.3121699752322,18.2,21.2,20
0,15,0,0.5,1,10,100,0.13680128612768,0,0.6453260276232,20.3121699752322,5,6.36319871387232,5
1,15,0,0.5,1,10,100,0.119960883317349,0,0.647944465521524,20.3121699752322,5.9,7.38003911668265,6
3,15,0,0.5,1,10,100,0.0898894435924821,0,0.657098697337209,20.3121699752322,7.7,9.41011055640752,8
7,15,0,0.5,1,10,100,0.0400793974880374,0,0.69854168560977,20.3121699752322,11.3,13.459920602512,12
12,15,0,0.5,1,10,100,9.99959537022564e-05,0,0.9754095819569,20.3121699752322,15.8,18.4999000040463,17
15,15,0,0.5,1,10,100,0,0,0,20.3121699752322,18.5,21.5,20
0,1,0.1,0.5,1,10,100,0,0,0,20.3121699752322,3.6,5.1,5
1,1,0.1,0.5,1,10,100,0,0,0,20.3121699752322,4.5,6.1,6
3,1,0.1,0.5,1,10,100,0,0,0,20.3121699752322,6.3,8.1,8
7,1,0.1,0.5,1,10,100,0,0,0,20.3121699752322,9.9,12.1,12
12,1,0.1,0.5,1,10,100,0,0,0,20.3121699752322,14.4,17.1,17
15,1,0.1,0.5,1,10,100,0,0,0,20.3121699752322,17.1,20.1,20
0,3,0.1,0.5,1,10,100,0.0174189291067917,0,0.843881126368645,20.3121699752322,3.8,5.28258107089321,5
1,3,0.1,0.5,1,10,100,0.000895320800721771,0,0.958787295738032,20.3121699752322,4.7,6.29910467919928,6
3,3,0.1,0.5,1,10,100,0,0,0,20.3121699752322,6.5,8.3,8
7,3,0.1,0.5,1,10,100,0,0,0,20.3121699752322,10.1,12.3,12
12,3,0.1,0.5,1,10,100,0,0,0,20.3121699752322,14.6,17.3,17
15,3,0.1,0.5,1,10,100,0,0,0,20.3121699752322,17.3,20.3,20
0,7,0.1,0.5,1,10,100,0.0746831721802652,0,0.712187628623638,20.3121699752322,4.2,5.62531682781974,5
1,7,0.1,0.5,1,10,100,0.0532299722578063,0,0.730614807087063,20.3121699752322,5.1,6.64677002774219,6
3,7,0.1,0.5,1,10,100,0.0176290824174501,0,0.800585918620098,20.3121699752322,6.9,8.68237091758255,8
7,7,0.1,0.5,1,10,100,0,0,0,20.3121699752322,10.5,12.7,12
12,7,0.1,0.5,1,10,100,0,0,0,20.3121699752322,15,17.7,17
15,7,0.1,0.5,1,10,100,0,0,0,20.3121699752322,17.7,20.7,20
0,12,0.1,0.5,1,10,100,0.118321828615601,0,0.661472860931332,20.3121699752322,4.7,6.0816781713844,5
1,12,0.1,0.5,1,10,100,0.100106572961156,0,0.666663814076153,20.3121699752322,5.6,7.09989342703884,6
3,12,0.1,0.5,1,10,100,0.0677224239851578,0,0.683551499568466,20.3121699752322,7.4,9.13227757601484,8
7,12,0.1,0.5,1,10,100,0.0163697273429397,0,0.772614803212923,20.3121699752322,11,13.1836302726571,12
12,12,0.1,0.5,1,10,100,0,0,0,20.3121699752322,15.5,18.2,17
15,12,0.1,0.5,1,10,100,0,0,0,20.3121699752322,18.2,21.2,20
0,15,0.1,0.5,1,10,100,0.13680128612768,0,0.6453260276232,20.3121699752322,5,6.36319871387232,5
1,15,0.1,0.5,1,10,100,0.119960883317349,0,0.647944465521524,20.3121699752322,5.9,7.38003911668265,6
3,15,0.1,0.5,1,10,100,0.0898894435924821,0,0.657098697337209,20.3121699752322,7.7,9.41011055640752,8
7,15,0.1,0.5,1,10,100,0.0400793974880374,0,0.69854168560977,20.3121699752322,11.3,13.459920602512,12
12,15,0.1,0.5,1,10,100,0.000163960564804016,4.47802078046224,0.964589083187163,20.3121699752322,15.8,18.052033961389,17
15,15,0.1,0.5,1,10,100,0,0,0,20.3121699752322,18.5,21.5,20
0,1,0.4,0.5,1,10,100,0,0,0,20.3121699752322,3.6,5.1,5
1,1,0.4,0.5,1,10,100,0,0,0,20.3121699752322,4.5,6.1,6
3,1,0.4,0.5,1,10,100,0,0,0,20.3121699752322,6.3,8.1,8
7,1,0.4,0.5,1,10,100,0,0,0,20.3121699752322,9.9,12.1,12
12,1,0.4,0.5,1,10,100,0,0,0,20.3121699752322,14.4,17.1,17
15,1,0.4,0.5,1,10,100,0,0,0,20.3121699752322,17.1,20.1,20
0,3,0.4,0.5,1,10,100,0.0217242807742658,0.407386832944705,0.826151296611883,20.3121699752322,3.92221604988341,5.23753703593126,5
1,3,0.4,0.5,1,10,100,0.0100851401868048,1.63396936418635,0.852725779104948,20.3121699752322,5.1901908092559,6.12651792339456,6
3,3,0.4,0.5,1,10,100,0,0,0,20.3121699752322,6.5,8.3,8
7,3,0.4,0.5,1,10,100,0,0,0,20.3121699752322,10.1,12.3,12
12,3,0.4,0.5,1,10,100,0,0,0,20.3121699752322,14.6,17.3,17
15,3,0.4,0.5,1,10,100,0,0,0,20.3121699752322,17.3,20.3,20
0,7,0.4,0.5,1,10,100,0.0746831721802652,0,0.712187628623638,20.3121699752322,4.2,5.62531682781974,5
1,7,0.4,0.5,1,10,100,0.0533021811997274,0.00543881271915089,0.730452189818761,20.3121699752322,5.10163164381575,6.64615393752836,6
3,7,0.4,0.5,1,10,100,0.0389573587400867,2.29711581436469,0.705580929996035,20.3121699752322,7.58913474430941,8.43133105982344,8
7,7,0.4,0.5,1,10,100,0.00975904646293241,6.0894376098287,0.209355978986906,20.3121699752322,12.3268312829486,12.0812971925542,12
12,7,0.4,0.5,1,10,100,0,0,0,20.3121699752322,15,17.7,17
15,7,0.4,0.5,1,10,100,0,0,0,20.3121699752322,17.7,20.7,20
0,12,0.4,0.5,1,10,100,0.118321828615601,0,0.661472860931332,20.3121699752322,4.7,6.0816781713844,5
1,12,0.4,0.5,1,10,100,0.100106572961156,0,0.666663814076153,20.3121699752322,5.6,7.09989342703884,6
3,12,0.4,0.5,1,10,100,0.0694242245833841,0.174857583153846,0.679899971285878,20.3121699752322,7.45245727494615,9.11309001710123,8
7,12,0.4,0.5,1,10,100,0.0631452290071199,4.92044625153714,0.549871950641376,20.3121699752322,12.4761338754611,12.6448101458392,12
12,12,0.4,0.5,1,10,100,0.0337372203622824,8.47850198328318,0.251455514710891,20.3121699752322,18.043550594985,17.3184125813094,17
15,12,0.4,0.5,1,10,100,0.0174961526307794,9.21629520772156,0.131037769371976,20.3121699752322,20.9648885623165,20.2608743265971,20
0,15,0.4,0.5,1,10,100,0.13680128612768,0,0.6453260276232,20.3121699752322,5,6.36319871387232,5
1,15,0.4,0.5,1,10,100,0.119960883317349,0,0.647944465521524,20.3121699752322,5.9,7.38003911668265,6
